hotel_name,district,hotel_type,url,data_scraped_time,latitude,longitude,original_price,discount_price_per_night,discount_rate,room_type,max_occupancy,is_free_cancellable,breakfast,parking,pool,spa,rating,num_reviews,weighted_rating,review_text,review_date,review_rating,review_language,cleaned_text,sentiment_score,sentiment_label,translated_text,sentiment_10,hybrid_score
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""My family really enjoyed our experience there. Will definitely be coming back next summer""",2025-08-09,10.0,EN,family really enjoyed experience definitely coming back next summer,0.762,Positive,,8.81,9.563
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Lovely location, good food, great service and grounds!""",2025-08-07,10.0,EN,lovely location good food great service ground,0.8957,Positive,,9.4785,9.76355
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Staff were fabulous: courteous, relaxed, helpful. The room was v comfortable, blackput curtains, great lighting options, coffee, bathroom. comfortable bed, quiet for sleep Food was plentiful, huge variety. You have to be organised to book the a-la-carte options, but the one we did was great (Arkdeniz) but the buffet and other options are great too. There are lots of activities, but we were in chill mode.""",2025-07-25,10.0,EN,staff fabulous courteous relaxed helpful room comfortable blackput curtain great lighting option coffee bathroom comfortable bed quiet sleep food plentiful huge variety organised book alacarte option one great arkdeniz buffet option great lot activity chill mode,0.9871,Positive,,9.9355,9.900649999999999
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Excellent facilities with a wide range of activities for all ages and interests. Our kids had a blast at the water slides, pools, and the beach. Every evening there was a great show. The food is great and diverse, both in the buffet and restaurants. Everyone was helpful and friendly. We were able to relax and enjoy the precious time with our kids without thinking of logistics and schedule.""",2025-07-19,10.0,EN,excellent facility wide range activity age interest kid blast water slide pool beach every evening great show food great diverse buffet restaurant everyone helpful friendly able relax enjoy precious time kid without thinking logistics schedule,0.9844,Positive,,9.922,9.8966
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Skip this place. I really wanted to like this resort, but so much was amiss. Reception on arrival was barely welcoming and told us little about the hotel. The room was lovely (we had a penthouse). It was impossible to book a restaurant on day 1. The next couple of days were booked up; they eventually found us one “due to a cancellation.” Yet half the dining room was empty, so something didn’t add up. We had a truly disturbing experience in the spa—one I’ve never encountered in my life. It’s not suitable to print the details. The hotel tried to make amends and the team member was asked to leave, but it left a bad taste over the rest of the holiday. I later discovered they only refunded £129 of the £258 they’d agreed to—disingenuous, given what happened. The restaurants (when you could get into them) were excellent. Yet other details were hit and miss—an announcement that children had to wear water diapers played on repeat all afternoon at one pool. When we left, the receptionist didn’t ask how our stay was, didn’t thank us, didn’t offer transport. Just three words: a flat, disinterested “OK that’s it.” These odd lapses—endless announcements, sullen reception, phantom bookings, and the spa issue—made the place feel more Jekyll than Hyde. For the first time after a holiday, I sat in the pickup car glad to be going home. With so many other resorts nearby, choose literally any of them instead.""",2025-07-19,4.0,EN,skip place really wanted like resort much amiss reception arrival barely welcoming told little hotel room lovely penthouse impossible book restaurant day next couple day booked eventually found one due cancellation yet half dining room empty something didnt add truly disturbing experience spaone ive never encountered life suitable print detail hotel tried make amends team member asked leave left bad taste rest holiday later discovered refunded theyd agreed todisingenuous given happened restaurant could get excellent yet detail hit missan announcement child wear water diaper played repeat afternoon one pool left receptionist didnt ask stay didnt thank didnt offer transport three word flat disinterested ok thats odd lapsesendless announcement sullen reception phantom booking spa issuemade place feel jekyll hyde first time holiday sat pickup car glad going home many resort nearby choose literally instead,0.9372,Positive,,9.686,6.825799999999999
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""For a short break with my daughter. This was the perfect location . The resort has plenty of restaurants and friendly staff. There is plenty of entertainment if that’s your thing. The beach party was a highlight! We stayed in a lagoon swim up room near the swim up bar. Perfect !""",2025-07-11,10.0,EN,short break daughter perfect location resort plenty restaurant friendly staff plenty entertainment thats thing beach party highlight stayed lagoon swim room near swim bar perfect,0.9552,Positive,,9.776,9.8528
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""It was a fabulous stay. Probably the best hotel I have ever stayed at. Amazing food options.""",2025-07-06,10.0,EN,fabulous stay probably best hotel ever stayed amazing food option,0.9081,Positive,,9.540500000000002,9.78215
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Food and service was amazing . Helpful staff with what’s app . Very clean for being all inclusive . We enjoyed our stay and we definitely go back .""",2025-07-01,10.0,EN,food service amazing helpful staff whats app clean inclusive enjoyed stay definitely go back,0.936,Positive,,9.68,9.824
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Awful check in experience with an ornery salesy man who tried to upsell me while I was tired and hungry, but the hotel guest services staff were extraordinarily responsive and helped us have a lovely holiday""",2025-06-27,6.0,EN,awful check experience ornery salesy man tried upsell tired hungry hotel guest service staff extraordinarily responsive helped lovely holiday,0.4767,Positive,,7.383500000000001,7.13505
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Amazing property. Super kid friendly. Very helpful staff especially the personal assistance team.""",2025-06-26,10.0,EN,amazing property super kid friendly helpful staff especially personal assistance team,0.9287,Positive,,9.6435,9.81305
Lara Barut Collection,Muratpaşa,Resort,https://tr.hotels.com/ho233845/lara-barut-collection-all-inclusive-antalya-turkiye/?chkin=2026-06-06&chkout=2026-06-07&x_pwa=1&rfrr=HSR&pwa_ts=1772702742797&referrerUrl=aHR0cHM6Ly90ci5ob3RlbHMuY29tL0hvdGVsLVNlYXJjaA%3D%3D&useRewards=false&rm1=a2&regionId=6319571&destination=D%C3%B6%C5%9Femealt%C4%B1%2C+Antalya+%28b%C3%B6lge%29%2C+T%C3%BCrkiye&destType=MARKET&neighborhoodId=6054878&latLong=37.113007%2C30.570645&hotelName=lara+barut&sort=RECOMMENDED&top_dp=58074&top_cur=TRY&userIntent=&selectedRoomType=315547286&selectedRatePlan=388954333&expediaPropertyId=1207007&searchId=d309d478-a5c9-4861-843e-5216e5c74894,2025-10-11,36.8581943,30.8562473,73910,47579,0.356,Deluxe,3,True,True,True,True,True,9.6,1004,9.494821324,"""Excellent food options, including for vegetarians. Good overall facilities. Service is a bit slow, or the staff are sometimes less attentive, but always very nice and approachable.""",2025-06-26,10.0,EN,excellent food option including vegetarian good overall facility service bit slow staff sometimes less attentive always nice approachable,0.8456,Positive,,9.228000000000002,9.6884
